Change
-0.018651574
-0.076382958
-0.074233295
0.034802761
-0.023228407
0.007589175
0.077328298
-0.029645256
-0.02814075
-0.017318411
-0.01010215
-0.059096317
-0.003891151
0.028055706
-0.009937078
-0.023771479
-0.043584101
-0.09434238
-0.026226872
0.029356614
0.01666631
0.047668173
0.033636001
-0.008643054
0.002586292
0.04211614
0.031999393
0.022895226
-0.015659574
-0.031268638
0.002610979
0.019073
-0.004384612
-0.016680346
0.010489724
-0.007725328
-0.068481725
-0.000686495
-0.032654602
0.02034657
-0.005065296
0.012312062
-0.064060079
0.027789862
-0.019768175
-0.039604116
-0.000561579
0.006060027
0.010078891
0.025930313
0.028148532
-0.021619917
0.009650161
0.049242426
0.012697441
0.004998741
0.131211371
-0.015539533
-0.051779958
-0.062523092
0.033907163
-0.002428987
-0.033547636
0.01749812
-0.062785075
-0.020040035
0.003728916
0.039170478
0.026407473
-0.004097515
-0.020764495
-0.002250659
0.018788829
-0.001760391
0.006710771
0.002626276
0.005415475
-0.017898122
-0.016541983
0.019668142
-0.005261643
0.000690497
-0.036075365
-0.027471531
-0.016860818
0.017591755
0.004847604
-0.014408033
0.01394924
-0.017420235
-0.056903557
-0.022137402
-0.02694
0.02096633
0.037389853
-0.027116105
0.03259551
0.007636602
-0.036743454
-0.010275652
0.026750109
-0.037104696
0.003401253
-0.016090369
-0.006378365
0.028979372
-0.019685043
0.003025099
-0.120121555
-0.064160898
0.034210832
0.040455794
0.028063104
-0.038066169
0.027633517
-0.045513834
-0.033682142
0.006161384
-0.18388753
-0.25710404
0.157007072
-0.004675738
-0.043029234
0.048916282
0.015777638
-0.007533758
0.068396659
0.026066167
-0.00273962
0.061114329
0.025090837
0.070917413
-0.03678522
-0.125840672
0.000706569
-0.028031357
-0.041280344
0.044520892
0.049271948
-0.044819287
-0.002900579
-0.048611086
0.024038773
0.022484795
-0.019161862
-0.014897129
-0.002015079
-0.002495595
0.011525833
0.05716425
0.084691933
-0.096591046
-0.004199377
0.04182096
-0.031541154
0.016118497
0.014472124
0.003197911
-0.036304389
0.012126831
-0.00110164
-0.005979694
-0.003853261
0.068518831
0.002922155
0.022747677
0.055548363
0.023627827
-0.032582352
0.012452096
-0.010549217
0.014359538
-0.007577837
0.051086415
0.006505381
0.016377692
-0.006023394
-0.030774154
-0.00907099
0.017346852
0.016889565
-0.017828045
-0.1122438
0.019346348
0.003029616
-0.006226394
0.030015671
-0.004330056
-0.085433315
-0.005178755
0.00907729
-0.006221889
0.023034193
-0.041312201
0.018773797
-0.013225547
0.012330535
0.023382937
0.004907169
-0.002341352
0.026235774
-0.02046641
-0.008270831
-0.03282151
-0.004411645
-0.032286734
0.00226587
-0.001617612
-0.050595051
-0.025552252
0.021265833
0.020369821
-0.025542632
0.002252037
-0.003845409
0.008966046
0.045263091
-0.00608948
0.010187734
-0.020331373
-0.021401131
-0.03180974
0.042989952
-0.013787598
0.000960976
0.044260987
-0.016632268
0.011020262
0.022790991
-0.005597896
-0.011566116
-0.028144045
0.032325739
0.027306364
-0.008009676
-0.005963474
0.007676843
-0.004284333
-0.021241475
0.003017765
0.002735607
-0.006313691
0.003344596
-0.016124133
-0.004699336
0.009093343
0.005642753
0.020915539
-0.005919493
0.00820494
-0.016098018
5.05786E-05
0.000918747
0.00063604
-0.001185199
-0.016057743
-0.012793749
-0.032777725
0.012882898
0.000610965
-0.00645494
0.003547375
0.002721393
-0.01218137
0.024552604
0.002226651
-0.000839154
0.003700424
0.001204412
0.010679749
0.004714327
0.014360941
0.056318399
-0.006173686
-0.001690675
-0.018139359
0.002781295
-0.004738817
0.012231309
-0.010769709
-0.015662221
